Query,Date,user,Tweet,Img_present,Likes,commnets,retweet,tags,mentions,url_count,length,cosine_similarity(%)
netflix,9:36 pm · 5 May 2020,ᴄʏᴀɴ @cyanblink,So like... what ever happened to the Blackpink Netflix Documentary?477524.7K,0,4.7K,47,752,,,0,76,
netflix,9:18 pm · 5 May 2020,Mike Flanagan@flanaganfilm,"I began brainstorming an adaptation of THE MIDNIGHT CLUB as a teenager, so this is a dream come true. It’s an honor to introduce a new generation of young horror fans to the world of Christopher Pike. #christopherpike #midnightclub‘The Haunting of Bly Manor’ Team to Adapt ‘Midnight Club’ as Netflix Series (EXCLUSIVE)The book, which was originally published in 1994, takes place at Rotterdam Home, a hospice for terminally ill teenagers.variety.com1042691.7K",1,1.7K,104,269,"#christopherpike,#midnightclub",,2,459,
netflix,9:06 pm · 5 May 2020,Netflix@netflix,me in the kitchen every hour on the hour right now...905895.3K,1,5.3K,90,589,,,0,62,
netflix,8:56 pm · 5 May 2020,emmapie @iemmathecaption,Alright y'all - I need to talk to someone else other than myself about Netflix's #TheMidnightGospel. Someone please watch it and tell me your thoughts. Must discuss. Please.5319269,0,269,53,19,#TheMidnightGospel,,0,180,
netflix,8:54 pm · 5 May 2020,Mrs. K. Sauve@sauve_kelly,#MentalHealthWeek means I make time for a workout with a side of grey’s anatomy on Netflix. Don’t forget to take time for yourself 10,0,10,,,#MentalHealthWeek,,0,133,
netflix,8:12 pm · 5 May 2020,LAT Entertainment@latimesent,"The @Netflix limited series #Hollywood combines fact and fiction. Here’s what is true and what isn’tFact-checking Netflix's 'Hollywood': Which stories from the show are actually true?We sort out fact from fiction in Ryan Murphy's new Netflix series, ""Hollywood.""latimes.com16210872",1,872,16,210,#Hollywood,@Netflix,2,281,
netflix,8:04 pm · 5 May 2020,Selena Gomez Charts@SelGomezCharts,"Selena working with Netflix and HBO Max and Amazon. What’s next, Apple TV?670656",0,656,6,70,,,0,80,
netflix,7:59 pm · 5 May 2020,eu que apanhe@euqueapanhe,"minha quarentena:

                    twitter 
                /                 \
WhatsApp                  Instagram 
                 \               /
                    netflix3037",0,37,,30,,,0,187,
netflix,7:58 pm · 5 May 2020,Oliveira ft. Tokyo @CMiyaah,"NETFLIX ACCOUNT FOR FREEE!!! 

I'LL BE GIVING 10 USER ACCOUNTS FOR FREE. 
DM LANG 

IN RETURN OF THIS FAVOR : PLEASE LIKE AND SHARE OUR PAGE
(FOODHUBCEBU)  
THANKS IN ADVANCE AND GODBLESS 1611",0,11,1,6,,,0,192,
netflix,7:54 pm · 5 May 2020,ً@Wouie,Anime:                    Netflix Adaptation:2327,1,27,2,3,,,0,49,
netflix,7:53 pm · 5 May 2020,mundinho Leah Lewis br@jergilicious,Ellie Chu & Aster Flores • The Other Half of It (2022 - Netflix)635177,0,177,6,35,,,0,70,
netflix,7:47 pm · 5 May 2020,Cielo@Cielo94900165,If you guys wanna watch a good #ana film I highly recommend this!!! Its on Netflix. #thinspo #proana10,1,10,,,"#ana,#thinspo,#proana",,0,102,
netflix,7:46 pm · 5 May 2020,ThunderHunter@lucawesome,Django Unchained on Netflix.1515,0,15,1,5,,,0,32,
netflix,7:39 pm · 5 May 2020,Faizan Hayat Khan@FaizanHayat13,"Corona Virus playing the role of catalyst in the declining cinema business and culture. 
Extraction is close to touch 100 million views!
#Netflix6",1,6,,,#Netflix,,0,146,
netflix,7:32 pm · 5 May 2020,Alex Maleev@alexmaleev,"Forget that dark Netflix stuff, back to RED!355414.5K",1,4.5K,35,541,,,0,53,
netflix,7:30 pm · 5 May 2020,ivanly@ivanly122,"The one I bought the $ 20 method 

you will have a secure netflix account

 my method works 100%49",1,9,4,,,,0,98,
netflix,7:11 pm · 5 May 2020,rav@oofouchoww,society if netflix never cancelled degrassi22264,1,64,2,22,,,0,48,
netflix,7:01 pm · 5 May 2020,Zoom Properties@ZoomProperties,"NETFLIX
We have a few Netflix series recommendations for you property lovers
- Selling Sunset  
- Stay here 
- Tiny house nation 
- Instant hotel  
- The worlds most exteadordinary homes

Have you watched any of these? If so, how’s you find themcomment below34",0,4,,3,,,0,260,
netflix,6:09 pm · 5 May 2020,Netflix@netflix,every time my dad beats a Jeopardy contestant to the correct answer721302.1K,1,2.1K,72,130,,,0,76,
netflix,6:08 pm · 5 May 2020,Djilsi@djilsi_,netflix and chill1:5811.9K views16262805,1,805,16,262,,,0,40,
netflix,6:02 pm · 5 May 2020,‏ً@jazzridrey,"if it’s available in your country, pls go and stream Ophelia on netflix! small films matter too <3330153",1,153,3,30,,,0,104,
netflix,5:55 pm · 5 May 2020,NetflixPremiumPh@netflix101ph,"FOR SALE 
NETFLIX PREMIUM
* Solo Account *
 5 profiles, 4 devices
 Ultra HD
 Unli download
 Cheaper than the original price

P280.00 only

MOP: 7/11 || GCASH || LOAD (+40)2",0,2,,,,,0,172,
netflix,5:43 pm · 5 May 2020,Tompa Le Casseur de Nouveaux@PatomLingrat,Anime               Netflix adaptation29,1,9,,2,,,0,40,
netflix,5:35 pm · 5 May 2020,©textmedia@textfilms,Will just leave this here. #freejoexotic @louistheroux @netflix Meta as fuck!3,0,3,,,#freejoexotic,"@louistheroux,@netflix",0,78,
netflix,5:34 pm · 5 May 2020,Culture Crave @CultureCrave,First trailer for Steve Carell’s ‘Space Force’ which drops on Netflix May 292:242.4M viewsFrom Space Force407273.3K,1,3.3K,40,727,,,0,115,
netflix,5:28 pm · 5 May 2020,Marianna@Okmarianna,"Netflix recommendations 
Movies & Series 

A THREAD:

Starting with the OUTER BANKS 
10/10 I need the 2nd szn to come out asap5452",1,52,5,4,,,0,130,
netflix,5:18 pm · 5 May 2020,Mom On The Rocks@mom_ontherocks,"My kid’s superpower is finding the one show that isn’t streaming on Hulu, Netflix, or Prime1860332",0,332,18,60,,,0,98,
netflix,5:07 pm · 5 May 2020,Harshraj Sinh Jadeja@harshrajjadeja_,Only after you give up everything can you begin to find a way to be happy #BojackHorseman #netflix14,1,4,,1,"#BojackHorseman,#netflix",,0,100,
netflix,5:01 pm · 5 May 2020,andreja@andrejawhite,netflix’s hollywood...2,1,2,,,,,0,23,
netflix,4:57 pm · 5 May 2020,neo_ww@matlala_austen,Like if you think skeem saam should be on Netflix #SkeemSaam13241.1K,1,1.1K,13,24,#SkeemSaam,,0,68,
netflix,4:52 pm · 5 May 2020,FILM DAZE@filmdaze,"Since #DanielRadcliffe is trending, now seems like the perfect time to recommend people watch Swiss Army Man on Netflix.1428",0,28,,14,#DanielRadcliffe,,0,124,
netflix,4:09 pm · 5 May 2020,angielena@notsebstann,Happy cinco de mayo gonna be getting fucked up for the number 1 show on netflix #OuterBanks0:303.4K viewsFrom angielena713,1,13,,7,#OuterBanks,,0,122,
netflix,4:08 pm · 5 May 2020,N. Huda Afifa@hvdafifa,"Have you watch Aach... Aku Jatuh Cinta (Chaotic Love Poems) on Netflix? I have so many feelings watching this movie and I love the 70's, 80's and 90's spanning of the movie. Pevita Pearce and Chicco Jerikho just too goddamn perfect for the role 171.2K3.8K",0,3.8K,17,1.2K,,,0,255,
netflix,3:59 pm · 5 May 2020,𝗹𝗼𝗿𝗲𝗻𝗮  stream outer banks@stchlmet,"outer banks #1 in the U.S. on netflix, they're doing it !!! i try don't cry,,,366324",0,324,3,66,,,0,84,
netflix,3:57 pm · 5 May 2020,Rotten Tomatoes@RottenTomatoes,"Watch the first teaser trailer for Steve Carell and Greg Daniels' #SpaceForce, coming May 29 to Netflix.2:3021.2K views18199807",1,807,18,199,#SpaceForce,,0,127,
netflix,3:50 pm · 5 May 2020,𝗯𝗿𝗲̂𝗻.@yejigogh,"netflix's the half of it, but make it chuuves. because we love it.336131",1,131,3,36,,,0,72,
netflix,3:46 pm · 5 May 2020,goth elle woods@kelechi_ai,finished hollywood on netflix and ugh the total fantasy fulfillment . . . this will nourish my eyes for years to come330,1,30,,3,,,0,120,
netflix,3:41 pm · 5 May 2020,hugo.lte@HugoLte,Netflix venez nous contacter1644,1,44,1,6,,,0,32,
netflix,3:36 pm · 5 May 2020,Volleyball Spectator@volleyspecs,Stream Dead Kids on Netflix!!!!1060,1,60,,10,,,0,35,
netflix,3:34 pm · 5 May 2020,yehmaduh•@WhystarlightxxX,"Esperando a Netflix decidir dublar Naruto Shippuden 

#NetflixDublaNarutoShippuden212",1,12,,2,#NetflixDublaNarutoShippuden,,0,85,
netflix,3:32 pm · 5 May 2020,Laura Patch@laura_patch,"So proud to be playing Jill in After Life. Best time on set ever. Thanks @rickygervais. 

#onset
#AfterLife2
#Netflix57464.3K",0,4.3K,57,46,"#onset,#AfterLife2,#Netflix",@rickygervais,0,125,
netflix,3:30 pm · 5 May 2020,Alpha Male Advice@BeMoreAlpha,"Stop wasting your time on:

 Porn
 Alcohol
 Netflix
 Video Games
 Shitty People

Your life is ending one second at a time.

Go out and get what you want from it.27193950",0,950,27,193,,,0,169,
netflix,3:30 pm · 5 May 2020,harvee@slasherdance,scream queens 3 is happening.. and with Netflix i cannot believe0:205.2K viewsFrom ً590383,1,383,5,90,,,0,90,
netflix,3:26 pm · 5 May 2020,new acc 𝗪𝗮𝗻𝗴𝗣𝘂𝗽𝗽𝘆 was @ncityhel@jus2wice,anime                        adaptation netflix1148,1,48,,11,,,0,51,
netflix,2:50 pm · 5 May 2020,UNBAN “HOAXED”!@StefanMolyneux,"Successful people with interesting jobs: “I’M BORED - WHEN ARE WE GETTING BACK TO WORK??!”

Unsuccessful people with bad jobs: “Government money, pot, sleeping in, video games and Netflix? I’m NEVER going back to work!”1433241.5K",0,1.5K,143,324,,,0,229,
netflix,2:43 pm · 5 May 2020,"Lights, Camera, Pod@LightsCameraPod","First trailer for ‘Space Force’, a new comedy starring Steve Carell debuting on Netflix on May 29th. Thoughts?2:302.4M viewsFrom Space Force1141K7.2K",1,7.2K,114,1K,,,0,149,
netflix,2:43 pm · 5 May 2020,Declan Cashin@Tweet_Dec,"Streaming platforms will run out of new content soon - so they'll have to start buying up classic series. 

What boxset would you like Netflix, Amazon etc to snap up? Mine? Frasier (worldwide on Netflix), The Golden Girls.2266185",0,185,226,6,,,0,229,
netflix,2:29 pm · 5 May 2020,M E A G A N@florijie,"How insenstive naman for people to post na ""So what if pinasara yung ABS-CBN? There's netflix. Life goes on padin""

I'm sorry, but most people are not as privileged as you are. Many are relying on to the network's shows as their source of entertainment. 
#NoToABSCBNShutDown1640",0,40,,16,#NoToABSCBNShutDown,,0,278,
netflix,2:20 pm · 5 May 2020,Kpop Charts@kchartsmaster,“Extracurricular” is currently the most watched dorama in Netflix South Korea.30111477,0,477,30,111,,,0,86,
netflix,2:19 pm · 5 May 2020,Ali Mac@alimelanie_,Took a Netflix series for me to hear the story of Waco. As if we all needed another reason to feel low and to question the government... #WatchIt1622,1,22,1,6,#WatchIt,,0,149,
netflix,2:18 pm · 5 May 2020,Shyas@Shythewhore,When your friend's mum pays for the Netflix account but she wants him to promote her youtube channel7282,1,82,7,2,,,0,104,
netflix,2:10 pm · 5 May 2020,MonatellyMag@Sharx515,"This television without soccer has forced me into joining the Netflix elite before end of the month. When I get asked dintshang, I just say Netflixing3163",0,63,,31,,,0,154,
netflix,2:05 pm · 5 May 2020,ShadowSparkGaming@LoganComstock5,Fishy on Me Netflix profile,1,,,,,,0,27,
netflix,1:48 pm · 5 May 2020,#SweetMagnolias on Netflix@SweetMagnolias,"Maddie Townsend leads a hectic life, but she always has time for the people she loves. We think you'll love her. #SweetMagnolias only on Netflix, May 19!521",1,21,,5,#SweetMagnolias,,0,156,
netflix,1:45 pm · 5 May 2020,shuhua pics@SHUHUARCHlVES,#SHUHUA — #슈화 : idle songs as netflix posters724,1,24,,7,"#SHUHUA,#슈화",,0,48,
netflix,1:30 pm · 5 May 2020,OP3N • netflix 85 php@XYONLINESHOPXX,NETFLIX ACCOUNT FOR AS LOW AS 85 PESOS  DM NA,0,,,,,,0,45,
netflix,1:29 pm · 5 May 2020,215 Guy@GreenBirds4Ever,"Replying to @realspaceforceThey really nailed the obviously AOC character saying ""give us money and don't look"". They got her voice perfect. I'm assuming she's one of the heroes of the serious because #netflix.123343",0,343,12,3,#netflix,@realspaceforce,0,216,
netflix,1:28 pm · 5 May 2020,Nadia J@AchuNadia,"Boleh tak recommend movie/drama yang best di Netflix? 

Thank You 1053861.2K",0,1.2K,105,386,,,0,76,
netflix,1:19 pm · 5 May 2020,Valerie Durias@pochero_,"Now’s not the time to flex your Netflix subscription. Your 660php a month won’t defend any of your liberties.

#IStandWithABSCBN
#DefendPressFreedom2455",0,55,,24,"#IStandWithABSCBN,#DefendPressFreedom",,0,152,
netflix,1:14 pm · 5 May 2020,C H I U@khylle_chiu,"Wa pa gane tay Netflix nya ge shutdown na ang ABS-CBN puta Im gonna miss the best shows from the best TV network
#NoToABSCBNShutDown816",0,16,,8,#NoToABSCBNShutDown,,0,135,
netflix,1:12 pm · 5 May 2020,Rotten Tomatoes@RottenTomatoes,"#Dark has been crowned the best Netflix Original Series by our fans:RT Users Crown Dark the Greatest Netflix Original SeriesIn the end, it wasn't much of a contest, as the German sci-fi mystery series absolutely crushed Black Mirror in the final round. Click through for the full results!editorial.rottentomatoes.com875521.9K",1,1.9K,87,552,#Dark,,2,325,
netflix,12:41 pm · 5 May 2020,LOOKING FOR RESELLERS (online)@netflixible2,"Looking for ACTIVE RESELLERS 

 Earn 3k-4k
 You can use any device
 Offers different premium accounts
 Netflix, Spotify, Iflix VIP, Canva Pro and more!

 FEEL FREE TO ASK US!",0,,,,,,0,174,
netflix,12:33 pm · 5 May 2020,Kean Russel@russel_kean,Ang Probinsyano will continue on Netflix char HAHAHAHA12,1,2,,1,,,0,56,
netflix,12:24 pm · 5 May 2020,eli @equalinme,"stream ophelia on netflix today 
(uk & canada)1210",0,10,1,2,,,0,50,
netflix,12:18 pm · 5 May 2020,。@hsuhyuns,YES extracurricular being no.1 on netflix in south korea is the influence we need today 1063,0,63,,10,,,0,92,
netflix,12:17 pm · 5 May 2020,シー@ilybsdranpo,istg wHY IS MY NETFLIX SUBS LIKE THISㅡ3166491,1,491,3,166,,,0,45,
netflix,12:10 pm · 5 May 2020,Dapson❁@femii_dapson,Wizkid is a king! Wizkid needs to collaborate with Netflix and drop the full video from this his 02 show like a Movie 0:523.7K views16185573,1,573,16,185,,,0,140,
netflix,11:54 am · 5 May 2020,ً@manueldria,i guess our tv is now for watching netflix and youtube only? :( #NoToABSCBNShutDown1112,0,112,,1,#NoToABSCBNShutDown,,0,87,
netflix,11:52 am · 5 May 2020,premapps@premapps2,"u choose netflix or gma? If i were you choose netflix kung ayaw mo maging anak ni waray. 
#NoToABSCBNShutDown
Dm for inquiries 11",0,1,,1,#NoToABSCBNShutDown,,0,129,
netflix,11:44 am · 5 May 2020,ican@ahmadhisan,Why does the outside have the Mexican Netflix filter on4177420,1,420,4,177,,,0,62,
netflix,11:40 am · 5 May 2020,IG: kgomotso_mampye@kgomotso_dee,Netflix and Chill 6,0,6,,,,,0,19,
netflix,11:39 am · 5 May 2020,clai@clmnsrt_,#Extracurricular is number 1 on netflix korea 123,0,3,1,2,#Extracurricular,,0,49,
netflix,11:37 am · 5 May 2020,vue.ai@vue_ai,"For the 1st time in history, consumer behaviour patterns across the world are the same thanks to social distancing. Throw a dart anywhere on a map & you’ll find people doing yoga/baking bread /bingeing Netflix & creating NEW categories in fashion retail! Here’s the scoop#ThreadGIF2516",1,16,2,5,#Thread,,0,285,
netflix,11:16 am · 5 May 2020,94 DEGREES@degrees_94,Baekhyun : I watch videos and Netflix on my phone197520,0,520,,197,,,0,55,
netflix,11:05 am · 5 May 2020,NadechKugimiyaPH@NadechPh,"Watch Nadech portray Achira again as one of his lakorns (My Love from Another Star - Thai version) is also available on Netflix. 
 Credit to owner (MLFAS IG)2261",0,61,,22,,,0,161,
netflix,10:30 am · 5 May 2020,𝐥𝐚𝐮𝐫𝐚  lendo pjo@eversincz,"E cabe a Netflix dublar Shippuden e Boruto 

#NetflixDublaNarutoShippuden0:186.9K viewsFrom 𝐥𝐚𝐮𝐫𝐚  lendo pjo11048",1,48,1,10,#NetflixDublaNarutoShippuden,,0,113,
netflix,10:14 am · 5 May 2020,Hidan@gossedelajungle,"Voici mon shop ! 

•Netflix 
•ADN 
•MyCANAL  
•Disney+
•CrunchyRoll 
•Spotify 
•NordVPN  
•Bein Sport 

•Et bien plus encore... 

Tout se passe en DM ! 4522",0,22,,45,,,0,156,
netflix,8:59 am · 5 May 2020,SarahSaysWrite@SarahSaysWrite,"Quarantine writing:

Sort pens repeatedly
Charge laptop...for Netflix
Accept pajamas as uniform
Read 7% of unread book stack
Take impromptu book headshots
Drink! (Tea or whiskey)
Yoga...balance book on head.
Write one brilliant sentence, take the break u earned. 
#5amwritersclubGIF25",1,25,,,#5amwritersclub,,0,284,
netflix,8:59 am · 5 May 2020,CEO of furries ミ๏ｖ๏彡 ely@YAMAGUCHlll,anime                                        netflix adaptation4243394,1,394,42,43,,,0,70,
netflix,8:44 am · 5 May 2020,NetflixPremium@NetflixPremsh,Netflix Premium!!,1,,,,,,0,17,
netflix,8:28 am · 5 May 2020,Netflix for Sale@netflix_chillx,"ELITE ON NETFLIX 
————
Dm me! GIF13",1,3,,1,,,0,35,
netflix,8:12 am · 5 May 2020,vaamika@yejinshoe,netflix korea reeks of privilege1023211,1,211,10,23,,,0,39,
netflix,7:28 am · 5 May 2020,coco¹²⁷↺ // finding moots@winnakamoto,k-netz rlly thought they did sumthn asking jaemin top netflix recommendations...12,1,2,,1,,,0,82,
netflix,7:23 am · 5 May 2020,Daddy Jokz @IIJOKZ,Best series on Netflix and that’s fax.2517,0,17,2,5,,,0,42,
netflix,7:23 am · 5 May 2020,Matt Kilcoyne @MRJKilcoyne,"BBC thinks the price of your home should determine the cost of your licence fee?! Netflix doesn't. Amazon doesn't. Apple TV doesn't. YouTube doesn't. Newspapers don't. For good reason, their product has nothing to do with the state of the housing market.Viewers may pay more for a TV licence if they own an expensive homePeople living in larger homes could pay more for their TV Licence if plans to base its costs on council tax bands are approved. A household charge was 'probably the future,' the source said.dailymail.co.uk145346853",0,853,145,346,,,2,535,
netflix,7:19 am · 5 May 2020,yazmin ╭∩╮（︶︿︶）╭∩╮@yazminmet,Ahhhhh van a transmitir Revolutionary Love en Netflix240101,1,101,2,40,,,0,59,
netflix,7:10 am · 5 May 2020,Sharon Needles@SHARON_NEEDLES,The Netflix series Hollywood is FUCKING FABULOUS!!!672583.8K,0,3.8K,67,258,,,0,60,
netflix,7:04 am · 5 May 2020,"세컨데리 | Demon D Project | Jual Spotify, Viu@seconndar1","APK PREMIUM LEGAL/BUKAN MOD/LINK
SPOTIFY
NETFLIX
IFLIX
YOUTUBE
NORDVPN
VIU
APPLE MUSIC
SCRIBD
CANVA

LEGAL
BUKAN MOD/LINK
PAYMENT DANA/GOPAY
JAM OPERASIONAL 10.00 - 21.00258",0,8,2,5,,,0,173,
netflix,3:00 am · 5 May 2020,Cameo@BookCameo,TOO HOT TO HANDLE is a lot to handle  This is for all the sexy lil possums who felt less alone during quarantine with this magic on Netflix  #TooHotTooHandleNetflix1:261.5K views1322,1,22,1,3,#TooHotTooHandleNetflix,,0,182,
netflix,2:58 am · 5 May 2020,jayson@jayson81831362,How much be Netflix Account....wey you dey do atala32,1,2,3,,,,0,53,
netflix,2:49 am · 5 May 2020,jordan@jordanshiley,PSA: they put What A Girl Wants on Netflix. rt to save a life.GIF210,1,10,,2,,,0,68,
netflix,2:48 am · 5 May 2020,Boss Lady @NiniLuhh,Carole and Tuesday on Netflix >>>>>2,0,2,,,,,0,36,
netflix,2:43 am · 5 May 2020,@joonsweatpantss love bot@seokseoklovr,gain bts mutuals #followtrick gain mutuals followback tiktok doja cat blackpink comeback jennie pink hair rosé lisa jisoo vmin yoonmin taekook au horror au  sub dom porn switch load giveaway netflix premium giveaway bts giveaway load ga0:346.4K viewsFrom macci 𖧵⁷ | ˢᵘᵍᵃ20,1,20,,,#followtrick,,0,272,
netflix,2:35 am · 5 May 2020,𖧵@itsmemew4,✧*: Netflix inspired posters ✧*:                                                                                                   txt the dream chapter : eternity 𖧵5,1,5,,,,,0,166,
netflix,2:28 am · 5 May 2020,AaliyahApp@AaliyahApp," We approve of Sasha Obama’s musical taste! #Aaliyah’s impact though!

Sasha in her and Malia’s surprise interview in “Becoming” the new Netflix doc wearing an official Aaliyah shirt from Urban Outfitters.  

SOURCE: Oprah Magazine  

@RAD_6 @AaliyahHaughton #MichelleObama556229",0,229,5,56,"#Aaliyah,#MichelleObama","@RAD_6,@AaliyahHaughton",0,279,
netflix,2:24 am · 5 May 2020,"Guilherme ""Ghost"" Jacobs@GhostJacobs",SPACE JAM entrou na NetflixGIF1061467,1,467,10,61,,,0,37,
netflix,2:24 am · 5 May 2020,gmob@gmob65320222,PATIENTLY waiting for uncut gems on netflix and I also owe my parents $350 so I decided to dress up like Howard Ratner #FunniestTweets #uncutgems #AdamSandler111,1,11,,1,"#FunniestTweets,#uncutgems,#AdamSandler",,0,161,
netflix,2:18 am · 5 May 2020,Flexi@bothloved,"NOW AVAILABLE
 NETFLIX
SPOTIFY PREMIUMS

DM US TO AVAIL 
 legit, see media for proofs114",0,14,,1,,,0,88,
netflix,2:12 am · 5 May 2020,Andrew Christopher@drew_topher,"Rolled the dice on a new Netflix show. 10 episodes and 2 days later, I need some mo of dat #OuterBanksGIF8103",1,103,,8,#OuterBanks,,0,109,
netflix,2:03 am · 5 May 2020,Arya @AryJaey,"Paris on                                     Paris in
Netflix                     Vs               Reality Quote TweetYousef @yousefslym · 2 MayPalestine on                              Palestine in
Netflix                     Vs               RealityShow this thread161246",0,246,1,61,,,0,273,
netflix,12:47 am · 5 May 2020,SomeOtaku // All Praise Yuwuki!@Some0T4ku,Content... content... content. AH THIS IS CONTENT! Artist is the same one as the netflix tweet11665,0,65,1,16,,,0,99,
netflix,12:46 am · 5 May 2020,IGN@IGN,"A sequel to Netflix's Extraction is moving forward with Joe Russo returning to write.

Those involved are ""optimistic"" that director Sam Hargrave and star Chris Hemsworth will also return. https://bit.ly/3dsJu5Z541911.4K",1,1.4K,54,191,,,1,220,
netflix,12:35 am · 5 May 2020,Gyalsina@DiGyalDemGad,"This man went from Camera roll to Netflix 

Please appreciate this and be proud.345624.4K",0,4.4K,34,562,,,0,89,
netflix,12:34 am · 5 May 2020,Stegi@Stegiwithane,"Me waiting for netflix to stop talking sh*t about the cancellation and renew the show for more seasons 
#renewannewithane533",1,33,,5,#renewannewithane,,0,124,
netflix,12:23 am · 5 May 2020,Premium Shopee || ONLINE@TWOSofficial_,"☆ netflix premium @ 250 with free iflix vip account ☆
1 month
solo account
FULL WARRANTY

☆ netflix premium @ 80 ☆
1 month
shared account
FULL WARRANTY

 MOP: GCASH11",0,,1,1,,,0,166,
netflix,12:14 am · 5 May 2020,Matthew Arawwawala@Matthew_Ara1,Rather harsh review of #AfterLife2 and other masterpieces by ⁦@rickygervais⁩. I think Afterlife is one of the best series on #Netflix and is arguably Gervais’ best work yet. There’s no point trying to please everyone…Life’s too short!!After Life: Ricky Gervais continues to not be as funny as in The OfficeThe second series of the dark comedy won’t win back those who left the comedian behind two or three sitcoms agotheguardian.com25820837,1,837,258,20,"#AfterLife2,#Netflix",@rickygervais,2,440,
netflix,11:55 pm · 4 May 2020,Terry McMillan@MsTerryMcMillan,I will not be dining out or going to the fucking beach or watching an overrated movie next to a stranger or looking at Manolo’s in Saks while I decide if I can fly to Paris and London and not come home dead. Thank God for books and Netflix.491331.3K,0,1.3K,49,133,,,0,249,
netflix,11:54 pm · 4 May 2020,Yashar Ali @yashar,"Michelle Obama in her new Netflix documentary. 

https://thedailybeast.com/netflixs-becoming-shows-michelle-obama-is-mad-at-black-voters-not-trump-voters?ref=scroll…1244102.9K",0,2.9K,124,410,,,1,175,
netflix,11:30 pm · 4 May 2020,DJ Semtex @DJSemtex,"The #LastDance series on Netflix is incredible. Jaw dropping, edge of the seat greatness.214",0,14,,2,#LastDance,,0,92,
netflix,11:20 pm · 4 May 2020,PandemicPineapple@pineapplepleas,"What are you guys really watching on Netflix, because what Netflix is telling me is popular right now is complete bullshit.10126234",0,234,101,26,,,0,131,
netflix,11:17 pm · 4 May 2020,Rotten Tomatoes@RottenTomatoes,"Our users voted #Dark as their favorite Netflix Original Series!RT Users Crown Dark the Greatest Netflix Original SeriesIn the end, it wasn't much of a contest, as the German sci-fi mystery series absolutely crushed Black Mirror in the final round. Click through for the full results!editorial.rottentomatoes.com1085372.1K",1,2.1K,108,537,#Dark,,2,322,
netflix,11:14 pm · 4 May 2020,Ryuuji@RyuujiHD,#HiScoreGirl #夜勤 little break with Netflix 5,0,5,,,"#HiScoreGirl,#夜勤",,0,44,
netflix,11:11 pm · 4 May 2020,Shannon@ShanKdramaPop,Why is every OCN kdrama coming to Netflix except for Duel & The Guest? I need my Yang Se-Jong & Kim Jae Wook fixes1492323,1,323,14,92,,,0,121,
netflix,11:03 pm · 4 May 2020,Culture Crave @CultureCrave,"'Extraction 2' is in development at Netflix with Joe Russo writing the screenplay

(via DEADLINE)813662.7K",0,2.7K,81,366,,,0,106,
netflix,10:39 pm · 4 May 2020,Nalu's whore  ~ nsfr@nishinoyaathie,Black jackals as Netflix profiles 301.2K3.9K,0,3.9K,30,1.2K,,,0,44,
netflix,10:34 pm · 4 May 2020,Alice Wu@thatalicewu,"Character playlist #2! This one for Aster. Gave this to @alexxislemire the day before we started shooting, appending along the way... #thehalfofit #netflix https://open.spotify.com/playlist/3ByOMNiZQD7KgWyn3jrZhP?si=4bAxFJN2RkueOUPaeQf29Q…323862.4K",1,2.4K,32,386,"#thehalfofit,#netflix",@alexxislemire,1,248,
netflix,10:26 pm · 4 May 2020,mariam al hail@mariamalhail,"To whoever didn’t watch Hollywood on Netflix, go do yourself a favor and watch it now cause it’s the best show you’ll watch in 2020 and definitely one of the best of all time!1361",0,61,,13,,,0,179,
netflix,10:24 pm · 4 May 2020,Hermes@thehermeister,#NW Full Metal Alchemist: Brotherhood on Netflix.411,1,11,4,,#NW,,0,52,
netflix,10:23 pm · 4 May 2020,Virgo Blade@tellmeulovememe,The Netflix trinity #HollywoodNetflix770329,1,329,7,70,#HollywoodNetflix,,0,43,
netflix,10:10 pm · 4 May 2020,AJ@Aj_Agaba,If you like psychological thrillers! Here is my Netflix list! Tested and trusted!2314,1,14,2,3,,,0,85,
netflix,10:09 pm · 4 May 2020,NETFLIXACCOUNT!@NETFLIX390,NETFLIX FOR 80 PESOS SHARED1,1,,,1,,,0,28,
netflix,10:04 pm · 4 May 2020,Infos Séries@SeriesUpdateFR,Le film Get Out de Jordan Peele est disponible sur Netflix.15140947,1,947,15,140,,,0,67,
netflix,9:49 pm · 4 May 2020,Dark Netflix@DarkNetflixDE,"With 80% of the votes, Dark has also won the final round of Rotten Tomatoes’ Netflix Original Series Showdown! 544591.8K",0,1.8K,54,459,,,0,120,
netflix,9:49 pm · 4 May 2020,Mauricio @mauriciojaurez,Netflix.                                    And chill27,0,7,,2,,,0,55,
netflix,9:48 pm · 4 May 2020,Jack Gallagher@JackGal96_,"How on earth did I miss all the #FyreFestival drama back in 2017?

That @netflix documentary has blown my mind. Wow. 38",0,8,,3,#FyreFestival,@netflix,0,119,
netflix,9:42 pm · 4 May 2020,yasmineloves amybeth@yasminewithane1,"anne nation with         anne nation with
northwood                       cbc/netflix
entertainment90385",0,385,,90,,,0,104,
netflix,9:36 pm · 4 May 2020,honeythreads@honeyythreadds_,best netflix shows,0,,,,,,0,18,
netflix,8:41 pm · 4 May 2020,Jacques Nyilinkindi@j_nkindi,"Me: trying to get all tasks done
Netflix:2115",1,15,2,1,,,0,45,
