Query,Date,user,Tweet,Img_present,Likes,commnets,retweet,tags,mentions,url_count,length
MayThe4thBeWithYou,"1:40 AM · May 5, 2019",Mark Pitcavage@egavactip,"Only you could be so bold!  Happy Star Wars Day!

#StarWarsDay #MayThe4thBeWithYou1729",0,29,1,7,"#StarWarsDay,#MayThe4thBeWithYou",,0,86
MayThe4thBeWithYou,"1:40 AM · May 5, 2019",EsMexico  @EsMexico,"If you feel that you are on the dark side, you should know that in #PuertoVallarta you will find the force you need.
#Maythe4thBeWithYou #StarWarsDay  Via #PuertoVallarta0:05461 views932",1,32,,9,"#PuertoVallarta,#Maythe4thBeWithYou,#StarWarsDay,#PuertoVallarta",,0,186
MayThe4thBeWithYou,"1:18 AM · May 5, 2019",Andrew K@COSportsNut,Time to go in and steal another W! #MayThe4thBeWithYou #GoAvsGo213124,0,124,2,13,"#MayThe4thBeWithYou,#GoAvsGo",,0,69
MayThe4thBeWithYou,"1:18 AM · May 5, 2019",DLive@OfficialDLive,"Just in case you missed #MayThe4thOnDLive fun streams, here is the highlight video to watch: https://youtube.com/watch?v=_qyXfLQ06y4&t=12s…
#DLiveTV #StarWarsDay2019 #MayThe4thBeWithYou[Exclusive] May the 4th on DLive: Pewdiepie and community fun streamsCelebrate StarWars with @pewdiepie and your other favorite #DLive streamers! - https://dlive.tv/  #PewDiePie #Maythe4thBeWithYou #Maythe4th You can give Pew...youtube.com32869",0,69,3,28,"#MayThe4thOnDLive,#DLiveTV,#StarWarsDay2019,#MayThe4thBeWithYou",,1,429
MayThe4thBeWithYou,"1:15 AM · May 5, 2019",Timothy McSweeney@mcsweeneys,"""It’s hard to understand, but this is just the way government works. We had the Jedi in power for a thousand years, and now the Emperor is in power, and maybe later it will be the Jedi again. It’s good to have balance."" #MayThe4thBeWithYouRelax, Sweetie, It’s Just the Death StarWhat is it, sweetheart? Another nightmare? Oh no! Was it about that silly old Death Star again? I know, honey. It does look scary hanging up there...mcsweeneys.net1333",0,33,,13,#MayThe4thBeWithYou,,2,446
MayThe4thBeWithYou,"1:13 AM · May 5, 2019",Walt Disney World@WaltDisneyWorld,"The Millennium Falcon is heading for @StarWars #GalaxysEdge opening at Walt Disney World on August 29, 2019. Keep an eye out as it makes its way across Twitter. #MayThe4thBeWithYou #StarWarsDayStar Wars: Galaxy's Edge - Opening August 29thdisneyworld.disney.go.com252141.3K",0,1.3K,25,214,"#GalaxysEdge,#MayThe4thBeWithYou,#StarWarsDay",@StarWars,0,273
MayThe4thBeWithYou,"1:12 AM · May 5, 2019",Creampuff@AgentCreampuff,"I wonder what Baba is doing to celebrate today? Please tell me she's cosplaying as a Jedi or something... #MayThe4thBeWithYou @clairevoyantsho @natvanlis 

(Thanks to @nootvanlis for making these gifs)GIF5529",1,29,5,5,#MayThe4thBeWithYou,"@clairevoyantsho,@natvanlis,@nootvanlis",0,208
MayThe4thBeWithYou,"1:12 AM · May 5, 2019",Prince de Versailles@VersaillesPrinc,"Strongest #AMJoy panel discussed on the many displays the subservient #TraitorTrump continues to work w/Putin against #USsovereignty/#NationalSecurity
Patriot @MalcolmNance drops a frightfully accurate #StarWars #DarthVader analogy for #MayThe4thBeWithYou
#impeachTrump2:2019.2K views13276587",1,587,13,276,"#AMJoy,#TraitorTrump,#USsovereignty,#NationalSecurity,#StarWars,#DarthVader,#MayThe4thBeWithYou,#impeachTrump",@MalcolmNance,0,292
MayThe4thBeWithYou,"1:02 AM · May 5, 2019",Sabine@SabineResists,"Look at it this way...at least you're not an AT-AT!!!

Happy #StarWarsDay2019
#MayThe4thBeWithYou
#MayTheFourth
#StarWarsDay
#RebelScum61330",0,30,6,13,"#StarWarsDay2019,#MayThe4thBeWithYou,#MayTheFourth,#StarWarsDay,#RebelScum",,0,140
MayThe4thBeWithYou,"12:38 AM · May 5, 2019",Ron Chan@RonDanChan,War Deg #11: A Star Wars Day special: Boston Terrier Jedi! #StarWarsDay #WarDegs #MayThe4thBeWithYou #BostonTerrier #StarWars222188,0,188,2,22,"#StarWarsDay,#WarDegs,#MayThe4thBeWithYou,#BostonTerrier,#StarWars",,0,131
MayThe4thBeWithYou,"12:35 AM · May 5, 2019",#Hola.FOLA@saveLuciferS41,"Evening all! I wanted to get this posted tonight.   
#TomEllis #MayThe4thBeWithYou1021153",0,153,10,21,"#TomEllis,#MayThe4thBeWithYou",,0,89
MayThe4thBeWithYou,"12:30 AM · May 5, 2019",SYFY FANGRRLS@SYFYFANGRRLS,"So because of The Force, it can be #StarWarsDay every day now, right? #MayThe4thBeWithYouGIF423",1,23,,4,"#StarWarsDay,#MayThe4thBeWithYou",,0,95
MayThe4thBeWithYou,"12:30 AM · May 5, 2019",The Star Wars Underworld@TheSWU,"I’m one with the Fourth
The Fourth is with me
I’m one with the Fourth
The Fourth is with me
I’m one with the Fourth
The Fourth is with me

#MayThe4thBeWithYou

(Credit: @chattersquadron )843",0,43,,8,#MayThe4thBeWithYou,@chattersquadron,0,190
MayThe4thBeWithYou,"12:29 AM · May 5, 2019",Ross O'Donovan@RubberNinja,Live long and 4thster #MayThe4thBeWithYou531475.3K,0,5.3K,53,147,#MayThe4thBeWithYou,,0,50
MayThe4thBeWithYou,"12:26 AM · May 5, 2019",Bark-André Furry@BarkAndreFurry,"Replying to @GoldenKnightsIs it Cinco de Mayo yet? 
~ Bark
#MayTheFourth #MayThe4thBeWithYou18107",0,107,1,8,"#MayTheFourth,#MayThe4thBeWithYou",@GoldenKnights,0,97
MayThe4thBeWithYou,"12:24 AM · May 5, 2019",Mississippi State Baseball@HailStateBB,"The force is strong with this one.

#MayThe4thBeWithYou0:0316.1K views217401",1,401,2,17,#MayThe4thBeWithYou,,0,76
MayThe4thBeWithYou,"12:22 AM · May 5, 2019",René Warren@WarrenRene,"#MayThe4thBeWithYou and yeah, it may not look like much but it made the Kessel Run in less than twelve parsecs! (now the hyperdrive needs some TLC..any buyers..@HamillHimself perhaps?!)814646",0,646,8,14,#MayThe4thBeWithYou,@HamillHimself,0,191
MayThe4thBeWithYou,"12:02 AM · May 5, 2019",NYLA ROSE GOLD@NylaRoseBeast,I sense a disturbance in the force.... #sith #sithlord #kaiju #beastmode #maythe4thbewithyou #revengeofthesith1110120,0,120,11,10,"#sith,#sithlord,#kaiju,#beastmode,#maythe4thbewithyou,#revengeofthesith",,0,117
MayThe4thBeWithYou,"12:00 AM · May 5, 2019",Real Salt Lake@realsaltlake,A start to the rebellion #MayThe4thBeWithYou62181,0,81,6,21,#MayThe4thBeWithYou,,0,49
MayThe4thBeWithYou,"11:56 PM · May 4, 2019", Patriot Aimee@htqueen1987,"Thank you to all the firefighters that put their lives at risk for us! 

#TRUMP2020 #MayThe4thBeWithYou #FirefighterAppreciationDay #firefightersfortrump #firefighterQuote TweetDonald J. Trump@realDonaldTrump · May 4, 2019Today, May 4th - is International Firefighters Day! We remember all of those who put their lives on the line to save others, and are grateful to those who continue to do so 24/7/365. We love our great firefighters, thank you! #ThankAFirefighter14755",0,55,1,47,"#TRUMP2020,#MayThe4thBeWithYou,#FirefighterAppreciationDay,#firefightersfortrump,#firefighter",,0,471
MayThe4thBeWithYou,"11:47 PM · May 4, 2019",Ben Solo@BenMontero36,"Whether it’s Halloween or watching an early screening for a new movie, I always find a way to dress up as Luke Skywalker  #MayThe4thBeWithYou573",0,73,,5,#MayThe4thBeWithYou,,0,144
MayThe4thBeWithYou,"11:47 PM · May 4, 2019",Chubbs The Wampug@ChubbsTheWampug,The Force will be with you always #maythe4thbewithyou #chubbslegacy #chubbsop #maythefourthbewithyou #starwarsday313155,0,155,3,13,"#maythe4thbewithyou,#chubbslegacy,#chubbsop,#maythefourthbewithyou,#starwarsday",,0,119
MayThe4thBeWithYou,"11:43 PM · May 4, 2019",Jimmy Victor@jimmyvic3,Great day today with Liam at the tiger game...they didn’t play well but hey who cares we got to ride the carousel! Made it to the fourth and then he begged me to sit by the fountain at grand circus park. #GoTigers #MayThe4thBeWithYou11119,0,119,1,1,"#GoTigers,#MayThe4thBeWithYou",,0,238
MayThe4thBeWithYou,"11:41 PM · May 4, 2019",Laurel M. Davila@laureldavilacpa,"“There is a dark force at work in our government and the Fourth Estate is our power to fight it. 

""Our liberty cannot be guarded but by the freedom of the press, nor that be limited without danger of losing it.""
–Thomas Jefferson” —@Thealeparty
#MayThe4thBeWithYou #StarWarsDay23446",0,46,2,34,"#MayThe4thBeWithYou,#StarWarsDay",@Thealeparty,0,283
MayThe4thBeWithYou,"11:37 PM · May 4, 2019",Jake Bartok@JR_Bartok,"It’s still #maythe4thbewithyou in some countries. But here in Australia it’s time for #RevengeOfThe5th
#starwarsfanart @starwars3109392",0,392,3,109,"#maythe4thbewithyou,#RevengeOfThe5th,#starwarsfanart",@starwars,0,135
MayThe4thBeWithYou,"11:15 PM · May 4, 2019",Middle Tennessee FB@MT_FB,".                     STAR        
     THE RISE OF BLUE RAIDERS
                      WARS

#BlueRaiders #TrueBlue #MTSU
#StarWars #MayThe4thBeWithYou1259",0,59,,12,"#BlueRaiders,#TrueBlue,#MTSU,#StarWars,#MayThe4thBeWithYou",,0,155
MayThe4thBeWithYou,"11:15 PM · May 4, 2019",JediManda-lorian@JediManda,"Ahh, my rebellious princess. My love for Carrie Fisher runs deep. I hope to complete more Princess Leia cosplays soon. Here is my New Hope Leia 
PC: @ALeeStudios
#maythe4thbewithyou #starwars #cosplay #princessleia #carriefisher1158",0,58,,11,"#maythe4thbewithyou,#starwars,#cosplay,#princessleia,#carriefisher",@ALeeStudios,0,232
MayThe4thBeWithYou,"11:14 PM · May 4, 2019",#RingerNBA@ringernba,"Trying to get calls has led James Harden to the dark side.
#NBAplayoffs
#MayThe4thBeWithYou0:4817K viewsFrom The Ringer955",1,55,,9,"#NBAplayoffs,#MayThe4thBeWithYou",,0,122
MayThe4thBeWithYou,"11:12 PM · May 4, 2019",Pablo Maurer@MLSist,"Happy 4th of May. Let us reflect on the greatest Star Wars-related moment in MLS history, when two brave men did battle at RFK Stadium. As @thomasfloyd10 points out, the best part of this is that Kylo Ren is fighting his grandfather for some reason? #DCU #MayThe4thBeWithYou0:022.6K views520114",1,114,5,20,"#DCU,#MayThe4thBeWithYou",@thomasfloyd10,0,294
MayThe4thBeWithYou,"11:09 PM · May 4, 2019",Piff@thepiff,May the 4th be with you!! #PiffTheMagicDragon #PiffLord #MrPiffles #StarWars #StarWarsDay #maythe4thbewithyou #maythefourthbewithyou #maytheforcebewithyou317113,0,113,3,17,"#PiffTheMagicDragon,#PiffLord,#MrPiffles,#StarWars,#StarWarsDay,#maythe4thbewithyou,#maythefourthbewithyou,#maytheforcebewithyou",,0,160
MayThe4thBeWithYou,"11:06 PM · May 4, 2019",Rose Wildfyre@craziemamarose,"A long time ago in a stripclub far, far away...

(Full video, now that we can post longer than 45 sec)

#MayThe4thBeWithYou

RT If You Love #Strippers or #StarWars!0:592.3K views32180",1,80,3,21,"#MayThe4thBeWithYou,#Strippers,#StarWars",,0,183
MayThe4thBeWithYou,"11:05 PM · May 4, 2019",Baltimore Orioles@Orioles,Star Wars Night at The Yard! #MayThe4thBeWithYou0:305.6K views234176,1,176,2,34,#MayThe4thBeWithYou,,0,68
MayThe4thBeWithYou,"11:05 PM · May 4, 2019",Scuf Gaming@ScufGaming,"Do. Or do not. There is no try.

#MayThe4thBeWithYou #StarWarsDay
http://scuf.co/IMPACT313146",0,146,3,13,"#MayThe4thBeWithYou,#StarWarsDay",,1,93
MayThe4thBeWithYou,"10:49 PM · May 4, 2019","taoren, but a lala@taoren","#MayThe4thBeWithYou 
I am one with the Force, and the Force is with me122071.1K",0,1.1K,12,207,#MayThe4thBeWithYou,,0,79
MayThe4thBeWithYou,"10:48 PM · May 4, 2019",Esme Cruz@esmeralda_czsi,"""May the fourth (transformation) be with you.""
By: @hernancastillox
#EsUnHonorEstarConObrador #MayThe4thBeWithYou21943",0,43,2,19,"#EsUnHonorEstarConObrador,#MayThe4thBeWithYou",@hernancastillox,0,118
MayThe4thBeWithYou,"10:45 PM · May 4, 2019",NWS Las Vegas@NWSVegas,"MAY THE FORECAST BE WITH YOU

The end of the weekend will remain in the 90s for much of our area before dropping to the lower 80s through the work week.
#MayThe4thBeWithYou #VegasWeather #NvWx #AzWx21237",0,37,2,12,"#MayThe4thBeWithYou,#VegasWeather,#NvWx,#AzWx",,0,203
MayThe4thBeWithYou,"10:41 PM · May 4, 2019",♡ Nen Chang ♡ 張念@retromortis,"Magical Girl Waifu-D2  2 down, 3 to go #MayThe4thBeWithYou http://twitch.tv/killernen :D2740",0,40,2,7,#MayThe4thBeWithYou,,1,92
MayThe4thBeWithYou,"10:40 PM · May 4, 2019",CaseyIllustrates@Caseyillustrate,"Four years ago today I decided to start illustrating & I drew my first R2-D2 for #MayTheFourth. Today I present to you the fifth installment of my yearly R2-D2. ""Luminous beings are we, not this crude matter"" - Yoda #MayThe4thBeWithYou @TheWookieeRoars @HamillHimself192833",0,833,1,92,"#MayTheFourth,#MayThe4thBeWithYou","@TheWookieeRoars,@HamillHimself",0,273
MayThe4thBeWithYou,"10:40 PM · May 4, 2019",Kentucky Derby@KentuckyDerby,#MayThe4thBeWithYou Post Parade23252753,0,753,23,252,#MayThe4thBeWithYou,,0,39
MayThe4thBeWithYou,"10:36 PM · May 4, 2019",Chantal Strand@ChantalStrand,Brightening up the dark side with @GarrettRWang  #MayThe4thBeWithYou #StarWarsDay71086,0,86,7,10,"#MayThe4thBeWithYou,#StarWarsDay",@GarrettRWang,0,86
MayThe4thBeWithYou,"10:36 PM · May 4, 2019",Gareth L Powell@garethlpowell,I've owned this since 1978. #StarWarsDay #MayThe4thBeWithYou4284,0,84,4,2,"#StarWarsDay,#MayThe4thBeWithYou",,0,64
MayThe4thBeWithYou,"10:20 PM · May 4, 2019",GEN7LEM4N J4CK@GentlemanJackG,"“For my ally is the Force, and a powerful ally it is.”
#MayThe4thBeWithYou
@ClaraSinclare1171",0,71,,11,#MayThe4thBeWithYou,@ClaraSinclare,0,93
MayThe4thBeWithYou,"10:18 PM · May 4, 2019",Pearl Jam@PearlJam,"#MayThe4thBeWithYou
: Shawn Wolfe and @AmesBros72251.2K",0,1.2K,7,225,#MayThe4thBeWithYou,@AmesBros,0,55
MayThe4thBeWithYou,"10:15 PM · May 4, 2019",suhodoja@suhodoja,#MayThe4thBeWithYou happy may 4th and stan exo1.8M views0:00 / 0:14From asian raps11638,1,38,1,16,#MayThe4thBeWithYou,,0,87
MayThe4thBeWithYou,"10:11 PM · May 4, 2019",LVMPD@LVMPD,"Happy #StarWarsDay! 
#MayThe4thBeWithYou793420",0,420,7,93,"#StarWarsDay,#MayThe4thBeWithYou",,0,46
MayThe4thBeWithYou,"10:10 PM · May 4, 2019",Adobe@Adobe,"The shapes may be minimal, but the force is strong. Illustrator @creativeflip presents “May the Flat Be With You” to celebrate #StarWarsDay: https://adobe.ly/2PJcaNk #MayThe4thBeWithYou136147",0,147,1,36,"#StarWarsDay,#MayThe4thBeWithYou",@creativeflip,1,191
MayThe4thBeWithYou,"10:09 PM · May 4, 2019",The Brandalorian@TheBrandiRhodes,I take this day seriously AF #MayThe4thBeWithYou #AEW893624.7K,0,4.7K,89,362,"#MayThe4thBeWithYou,#AEW",,0,62
MayThe4thBeWithYou,"10:06 PM · May 4, 2019",Stay Safe Blue@StaySafeBlue,"GIVEAWAY Tonight is for a @CentralPointPD patch & #ThinBlueLine sticker. Retweet & follow. Winner announced after #LivePD.

Btw, can we get #ChewbaccaSound trending tonight so hopefully @danabrams will imitate him in honor of Peter Mayhew & also celebrate #MayThe4thBeWithYou?1:031.7K views31169192",1,192,31,169,"#ThinBlueLine,#LivePD,#ChewbaccaSound,#MayThe4thBeWithYou","@CentralPointPD,@danabrams",0,298
MayThe4thBeWithYou,"9:57 PM · May 4, 2019",National Parks Conservation Association@NPCA,"If you think Tatooine looks a little familiar, you might be a park lover. Some of the most remarkable places in the galaxy are right here on earth. Check out some filming locations from Star Wars and Return of the Jedi. #MayThe4thBeWithYou #StarWarsDayA Galaxy Not So Far Away After AllTwo national parks in California literally portrayed a galaxy far, far away in the original 1977 Star Wars film and the 1983 sequel, Return of the Jedi.npca.org1157",0,57,,11,"#MayThe4thBeWithYou,#StarWarsDay",,2,450
MayThe4thBeWithYou,"9:53 PM · May 4, 2019",Reconsidering Cinema@coenesqued,#MayThe4thBeWithYou courtesy of @TheUnipiper0:4013.2K views6161421,1,421,6,161,#MayThe4thBeWithYou,@TheUnipiper,0,66
MayThe4thBeWithYou,"9:50 PM · May 4, 2019",𝙅𝙤𝙝𝙖𝙣 𝙋𝙚𝙞𝙩𝙯@johanpeitz,"Do you recognise these fine folks? 
Some #starwars #pixelart in #pico8 palette.

#MayThe4thBeWithYou #StarWarsDay1391",0,91,,13,"#starwars,#pixelart,#pico8,#MayThe4thBeWithYou,#StarWarsDay",,0,117
MayThe4thBeWithYou,"9:42 PM · May 4, 2019",Justice Seeker is sheltering at home @tizzywoman,"Dance. Or dance not. There is no try. #MayThe4thBeWithYou 

I miss this family.0:136.9K views503371K",1,1K,50,337,#MayThe4thBeWithYou,,0,100
MayThe4thBeWithYou,"9:42 PM · May 4, 2019",NVIDIA GeForce@NVIDIAGeForce,"""Aren't you a little short for a Stormtrooper?""

#StarWarsDay #MayThe4thBeWithYou1659594",0,594,16,59,"#StarWarsDay,#MayThe4thBeWithYou",,0,88
MayThe4thBeWithYou,"9:41 PM · May 4, 2019",David Glantz@DavidGlantz3,Beware the ACK-ACKs. #MayThe4thBeWithYou #StarWarsDay #StarWars #ETM #EricTheActor #ByeForNow #Pepsi @sternshow516152,0,152,5,16,"#MayThe4thBeWithYou,#StarWarsDay,#StarWars,#ETM,#EricTheActor,#ByeForNow,#Pepsi",@sternshow,0,117
MayThe4thBeWithYou,"9:40 PM · May 4, 2019",Skip To The End@sttepodcast,"Day fifteen of our twenty days of Funko is this Han Solo Funko Pop!

Just follow @sttepodcast and RT this tweet to be in with a chance of winning these @OriginalFunko goodies

#Competition #Win #Funko #Prize #20DaysOfFunko #StarWarsDay #MayThe4thBeWithYou41996415",0,415,41,996,"#Competition,#Win,#Funko,#Prize,#20DaysOfFunko,#StarWarsDay,#MayThe4thBeWithYou","@sttepodcast,@OriginalFunko",0,263
MayThe4thBeWithYou,"9:40 PM · May 4, 2019",Laurel M. Davila@laureldavilacpa,"“A tyrant can make anything seem to be the will of the people.” —Leia 

#MayThe4thBeWithYou669125",0,125,6,69,#MayThe4thBeWithYou,,0,97
MayThe4thBeWithYou,"9:22 PM · May 4, 2019",NASA Ames@NASAAmes,"If the Sith had a homeworld in our galaxy, this would probably be it! The planet known as TrES-2b is the epitome of darkness, reflecting less than 1% of the light that reaches it. Find out more: https://go.nasa.gov/2J0hgnU #StarWarsDay #MayThe4thBeWithYou699292",0,292,6,99,"#StarWarsDay,#MayThe4thBeWithYou",,1,261
MayThe4thBeWithYou,"9:21 PM · May 4, 2019",Karr Metz@maK_mTZ74,"#MayThe4thBeWithYou 
""It’s #Humpday and my booty went into hyperspace  #StarWars "" quote & pic by @KendraLust 
(Dec 13 2017) 

Trivia: Kendra is not a great sci fi movie fan, but do you know what is her fav star wars movie?

Happy #StarWarsDay2019 #LustArmyThe following media includes potentially sensitive content. Change settingsView620338",0,338,6,20,"#MayThe4thBeWithYou,#Humpday,#StarWars,#StarWarsDay2019,#LustArmy",@KendraLust,0,342
MayThe4thBeWithYou,"9:17 PM · May 4, 2019",Phil Szostak@PhilSzostak,"Go check out the new online portfolio of creature concept artist and sculptor Martin Rezard at the link below! #StarWars #MayThe4thBeWithYou
https://martinrezard.com117126",0,126,1,17,"#StarWars,#MayThe4thBeWithYou",,1,171
MayThe4thBeWithYou,"9:15 PM · May 4, 2019",JediManda-lorian@JediManda,"Further into #Maythe4thbewithyou day! I'm sharing my queens! My favorite star wars character, Queen Amidala. I can't wait to start my next one. Which is your favorite? PC: @ALeeStudios
#maythe4thbewithyou #starwars #cosplay #queenamidala116107",0,107,1,16,"#Maythe4thbewithyou,#maythe4thbewithyou,#starwars,#cosplay,#queenamidala",@ALeeStudios,0,243
MayThe4thBeWithYou,"9:14 PM · May 4, 2019",NVIDIA GeForce NOW@NVIDIAGFN,"We find your lack of GeForce disturbing. 

Comment below with ""Jedi"" or ""Sith"" and we just might have a code giveaway party tomorrow.  #MayThe4thBeWithYou81137364",0,364,811,37,#MayThe4thBeWithYou,,0,162
MayThe4thBeWithYou,"9:14 PM · May 4, 2019",Trinity@TrinityResists,"#MayThe4thBeWithYou 

It’s time.

#ImpeachmentHearingsNow174771.1K",0,1.1K,17,477,"#MayThe4thBeWithYou,#ImpeachmentHearingsNow",,0,66
MayThe4thBeWithYou,"9:14 PM · May 4, 2019",HendoArt @C2E2@HendoArt,"Hope you're marathoning Star Wars or swimming in free comics today ^_^
#MayThe4thBeWithYou91051.1K",0,1.1K,9,105,#MayThe4thBeWithYou,,0,98
MayThe4thBeWithYou,"9:12 PM · May 4, 2019",Alexa@alexa99,"No Jedi mind tricks here! 

I’m genuinely not the droid you’re looking for. #MayThe4thBeWithYou 

01001101 01101111 01110110 01100101 00100000 01100001 01101100 01101111 01101110 011001111027177",0,177,10,27,#MayThe4thBeWithYou,,0,194
MayThe4thBeWithYou,"9:10 PM · May 4, 2019",John Wu@topjohnwu,"So yeah, it's official. I'll be working @Apple for the next 4 months as an intern. Heading straight to the dark side.
#MayThe4thBeWithYou1952392.8K",0,2.8K,195,239,#MayThe4thBeWithYou,@Apple,0,147
MayThe4thBeWithYou,"8:58 PM · May 4, 2019",SL Benfica@slbenfica_en," The force is always with him. 

#StarWarsDay #MayThe4thBeWithYou42961.8K",0,1.8K,4,296,"#StarWarsDay,#MayThe4thBeWithYou",,0,73
MayThe4thBeWithYou,"8:58 PM · May 4, 2019",Roush Fenway@roushfenway,"Retweet for your chance to win a Star Wars mini car signed by Jack Roush, Ryan Newman and Ricky Stenhouse Jr. #MayThe4thBeWithYou29534202",0,202,29,534,#MayThe4thBeWithYou,,0,137
MayThe4thBeWithYou,"8:55 PM · May 4, 2019",Ohio Northern Football@OhioNorthernFB,In honor of #NationalStarWarsDay  #MayThe4thBeWithYou1676,0,76,,16,"#NationalStarWarsDay,#MayThe4thBeWithYou",,0,57
MayThe4thBeWithYou,"8:55 PM · May 4, 2019",Shernece@shernece_,"#MayThe4thBeWithYou 

shoutout to whoever made this image. It’s dope.13185",0,85,1,31,#MayThe4thBeWithYou,,0,74
MayThe4thBeWithYou,"8:54 PM · May 4, 2019",Sean Ras@Ras_AlGhul1,Happy Star Wars Day everybody! Here are some of my favorite Star Wars references within My Hero Academia. So many to choose from. #MayThe4thBeWithYou11875,0,75,1,18,#MayThe4thBeWithYou,,0,154
MayThe4thBeWithYou,"8:53 PM · May 4, 2019",C-USA Refs@F5_CUSARefs,"In honor of it being May the 4th I thought I’d have a little fun... I’m matching all the C-USA mascots  based on look-a-like or general similarities to a Star Wars character! 

[A #MayThe4thBeWithYou thread]

First: Emperor Palpatine and Champ

The wrinkles..2931",0,31,2,9,#MayThe4thBeWithYou,,0,263
MayThe4thBeWithYou,"8:52 PM · May 4, 2019",NVIDIA SHIELD@NVIDIASHIELD,"A new hope. 
#MayThe4thBeWithYou #StarWarsDay1615130",0,130,16,15,"#MayThe4thBeWithYou,#StarWarsDay",,0,52
MayThe4thBeWithYou,"8:34 PM · May 4, 2019",Rooster Teeth@RoosterTeeth,Happy #StarWarsDay! #MayThe4thBeWithYou0:40114K views458495.9K,1,5.9K,45,849,"#StarWarsDay,#MayThe4thBeWithYou",,0,62
MayThe4thBeWithYou,"8:33 PM · May 4, 2019",Bubble #IStandWithMelissa #IDONTMIND@Lenod,Happy Star Wars Day from MonWinn  #MayThe4thBeWithYou #supergirlGIF1561,1,61,,15,"#MayThe4thBeWithYou,#supergirl",,0,71
MayThe4thBeWithYou,"8:32 PM · May 4, 2019",Portal Jennifer Morrison@PortalJMo," | Once Upon A Time - Season 3 • Deleted Scene: Princess Leia (@jenmorrisonlive)

#JenniferMorrison #MayThe4thBeWithYou #StarWarsDay641 views0:00 / 0:52218102",1,102,2,18,"#JenniferMorrison,#MayThe4thBeWithYou,#StarWarsDay",@jenmorrisonlive,0,158
MayThe4thBeWithYou,"8:29 PM · May 4, 2019",Ashley Laurence@1AshleyLaurence,"Pinhead Yoda! "" Such sights to show you, I have.""  #MayThe4thBeWithYou462991.4K",0,1.4K,46,299,#MayThe4thBeWithYou,,0,79
MayThe4thBeWithYou,"8:26 PM · May 4, 2019",Mizzou Football@MizzouFootball,"The rise of the Tigers. 
#MayThe4thBeWithYou850460",0,460,8,50,#MayThe4thBeWithYou,,0,50
MayThe4thBeWithYou,"8:25 PM · May 4, 2019",Bonnie Burton@bonniegrrl,"Happy #StarWarsDay!
#MayThe4thBeWithYou 
cc @HamillHimself @NathanHamillGIF641",1,41,,6,"#StarWarsDay,#MayThe4thBeWithYou","@HamillHimself,@NathanHamill",0,78
MayThe4thBeWithYou,"8:24 PM · May 4, 2019",Lilly King@_king_lil,"I am honored to be the #MayThe4thBeWithYou puzzleQuote TweetUSA Swimming@USASwimming · May 4, 2019Three hidden items you will find. 
#MayThe4thBeWithYou | @_king_lilShow this thread24206",0,206,2,4,#MayThe4thBeWithYou,,0,186
MayThe4thBeWithYou,"8:20 PM · May 4, 2019",Terrance @iam_Terrance22,"This is bigger than me , I did it for my family  #MayThe4thBeWithYou #degreed748",0,48,,7,"#MayThe4thBeWithYou,#degreed",,0,80
MayThe4thBeWithYou,"8:14 PM · May 4, 2019",thedodgerdude@thedodgerdude,DO IT AGAIN TONIGHT DODGERS!!! #MayThe4thBeWithYouGIF20159,1,159,,20,#MayThe4thBeWithYou,,0,58
MayThe4thBeWithYou,"8:14 PM · May 4, 2019",NBA Jam (the book)@nbajambook,"One of the greatest arcade boss fights of all time: Darth Vader in Star Wars Trilogy Arcade. #StarWarsDay2019 #MayThe4thBeWithYou 

Full video: http://y2u.be/a9a049ngdDE1:38995 views52049",1,49,5,20,"#StarWarsDay2019,#MayThe4thBeWithYou",,1,187
MayThe4thBeWithYou,"8:11 PM · May 4, 2019",Fáilte Ireland #StayAtHome@Failte_Ireland,As the night falls on the universe of #Skelligs here in #Kerry the Lightsabers are at the ready for some dark invaders for our #MayThe4thBeWithYou festival   #Ireland #WildAtlanticWay #StarWars @HamillHimself1858,0,58,,18,"#Skelligs,#Kerry,#MayThe4thBeWithYou,#Ireland,#WildAtlanticWay,#StarWars",@HamillHimself,0,212
MayThe4thBeWithYou,"8:10 PM · May 4, 2019",Giorgio A. Tsoukalos@Tsoukalos,Happy Utinni and Yubnub day everyone! #MayThe4thBeWithYou And I'm sure the fuzzball is laughing it up right now!38130,0,130,3,8,#MayThe4thBeWithYou,,0,117
MayThe4thBeWithYou,"8:10 PM · May 4, 2019",Collin Kelley@BladeintheCrowd,"May the 4th be with you all. 
Or not. Cause Mando mercs give no hacks xD
#starwars #maythe4thbewithyou #mandalorian #mandalorianmerc430447",0,447,4,30,"#starwars,#maythe4thbewithyou,#mandalorian,#mandalorianmerc",,0,138
MayThe4thBeWithYou,"8:09 PM · May 4, 2019",E! News@enews,Billie Lourd is honoring her late mom Carrie Fisher on #StarWarsDay.  #MayThe4thBeWithYou https://eonli.ne/2H3fijg3111811,0,811,3,111,"#StarWarsDay,#MayThe4thBeWithYou",,1,121
MayThe4thBeWithYou,"8:09 PM · May 4, 2019",NASA Ames@NASAAmes,"Are your favorite @StarWars planets among the thousands of real planets discovered by our @NASAKepler space telescope? Check out Kepler-16b, a world with two suns, just like Luke Skywalker’s home planet of Tatooine: https://go.nasa.gov/2jwfDQ4 #StarWarsDay #MayThe4thBeWithYou850164",0,164,8,50,"#StarWarsDay,#MayThe4thBeWithYou",@StarWars,1,282
