Query,Date,user,Tweet,Img_present,Likes,commnets,retweet,tags,mentions,url_count,length
MayThe4thBeWithYou,"8:08 PM · May 4, 2019",tipatat@tipatat,My #StarWarsDay2019 #vrpainting tribute to #PeterMayhew - showing him transforming into #Chewbacca  made with @tiltbrush #MayThe4thBeWithYou #StarWarsDay #MayTheFourthBeWithYou #starwars @starwars0:382.2K views725118,1,118,7,25,"#StarWarsDay2019,#vrpainting,#PeterMayhew,#Chewbacca,#MayThe4thBeWithYou,#StarWarsDay,#MayTheFourthBeWithYou,#starwars","@tiltbrush,@starwars",0,216
MayThe4thBeWithYou,"8:07 PM · May 4, 2019",jimmy fallon@jimmyfallon,Happy #StarWarsDay! #MayThe4thBeWithYou0:12260.6K views1445447.3K,1,7.3K,144,544,"#StarWarsDay,#MayThe4thBeWithYou",,0,65
MayThe4thBeWithYou,"7:58 PM · May 4, 2019",Texas State Football@TXSTATEFOOTBALL,"“Do or Do Not. There is No Try. - Yoda“ - Bob Stitt

Happy Birthday to our Jedi Master, @CoachBobStitt!

#MayThe4thBeWithYou #StittHappens221223",0,223,2,21,"#MayThe4thBeWithYou,#StittHappens",@CoachBobStitt,0,144
MayThe4thBeWithYou,"7:57 PM · May 4, 2019",Star Wars: Mandalorian News@Corona_Monitor,"Happy STAR WARS DAY! 

May the Fourth be with all of our followers on this most special of days!

#MayThe4thBeWithYou #MayTheFourthBeWithYou #StarWarsDayGIF1367",1,67,,13,"#MayThe4thBeWithYou,#MayTheFourthBeWithYou,#StarWarsDay",,0,160
MayThe4thBeWithYou,"7:56 PM · May 4, 2019",nascarcasm@nascarcasm,.@KyleBusch as Darth Vader. #MayThe4thBeWithYou #StarWarsDay #NASCAR3.6K views0:00 / 0:19217101,1,101,2,17,"#MayThe4thBeWithYou,#StarWarsDay,#NASCAR",@KyleBusch,0,95
MayThe4thBeWithYou,"7:49 PM · May 4, 2019",Sgt ▄︻̷̿┻̿═━一 USMC@wraithvenge,"Be sure to use promo code ""CODEOFVETS"" to get free shipping on Firearms purchases $300+ at http://WraithCustomsfirearms.com, with a portion going to @codeofvets in support of their fantastic and important mission to help vets in need! #MayThe4thBeWithYou #MAGA #2A4Life #SaturdayMorning5746",0,46,,57,"#MayThe4thBeWithYou,#MAGA,#2A4Life,#SaturdayMorning",@codeofvets,1,290
MayThe4thBeWithYou,"7:47 PM · May 4, 2019",Wes  NE6@Wes_IRL,"#maythe4thbewithyou 
-
With @rolyatistaylor 
Photo and edit by @happytriggerla 
-
#starwars #may4th #maythe4th #jedi #lightsaber #cosplay #cosplayer #cosplayguy #cosplaygirl #sith https://instagram.com/p/BxDYl4KD3FB/?utm_source=ig_twitter_share&igshid=165j3xfgjsuwe…24136",0,136,2,4,"#maythe4thbewithyou,#starwars,#may4th,#maythe4th,#jedi,#lightsaber,#cosplay,#cosplayer,#cosplayguy,#cosplaygirl,#sith","@rolyatistaylor,@happytriggerla",1,271
MayThe4thBeWithYou,"7:46 PM · May 4, 2019",Yoda@notrealyoda,Celebrating the actors and films that are part of the @StarWars franchise I hope you all are. #MayThe4thBeWithYouGIF1648,1,48,,16,#MayThe4thBeWithYou,@StarWars,0,120
MayThe4thBeWithYou,"7:46 PM · May 4, 2019",Phil Szostak@PhilSzostak,"“May the fourth! Happy #StarWars Day! Here’s an old piece I did back in 2013 while working on #TheForceAwakens to illustrate some huge Set Dec elements for Jakku.” - concept artist Matthew Savage #MayThe4thBeWithYou
https://instagram.com/p/BxCfb6Ml9ff/15111",0,111,1,5,"#StarWars,#TheForceAwakens,#MayThe4thBeWithYou",,1,257
MayThe4thBeWithYou,"7:35 PM · May 4, 2019",Ocean Conservancy@OurOcean,"Laugh it up, fuzzball. 

#StarWarsDay #MayThe4thBeWithYou12183",0,83,1,21,"#StarWarsDay,#MayThe4thBeWithYou",,0,62
MayThe4thBeWithYou,"7:31 PM · May 4, 2019",Dr. Sally Eaves #KindnessMatters #StayHome@sallyeaves,Somerset or Sun-a-set  What a stunning view! Wishing everyone a wonderful #weekend and indeed #BankHolidayWeekend in the UK! #Sundowns #sunset #photography #nofilter #travel #nature #Views #picoftheday #Maythe4th #GoodVibes #uk #explore #water #walking #MayThe4thBeWithYou61544,0,44,6,15,"#weekend,#BankHolidayWeekend,#Sundowns,#sunset,#photography,#nofilter,#travel,#nature,#Views,#picoftheday,#Maythe4th,#GoodVibes,#uk,#explore,#water,#walking,#MayThe4thBeWithYou",,0,277
MayThe4thBeWithYou,"7:30 PM · May 4, 2019",Johnny Gargano@JohnnyGargano,"#MayThe4thBeWithYou, friends.262843.7K",0,3.7K,26,284,#MayThe4thBeWithYou,,0,38
MayThe4thBeWithYou,"7:29 PM · May 4, 2019",Jeff Ross@realjeffreyross,Star Wars fans... #MayThe4thBeWithYou0:0220.7K views2030408,1,408,20,30,#MayThe4thBeWithYou,,0,59
MayThe4thBeWithYou,"7:25 PM · May 4, 2019",Digital Storm@DigitalStormPC,"The dark side... and the light. #Maythe4thBeWithYou! What side are you on? 
#empiredidnothingwrong #sithlife2119107",0,107,21,19,"#Maythe4thBeWithYou,#empiredidnothingwrong,#sithlife",,0,115
MayThe4thBeWithYou,"7:24 PM · May 4, 2019",Lone Conservative@LoConservative,Happy Star Wars Day! #MayThe4thBeWithYou #NewProfilePic1169,0,69,,11,"#MayThe4thBeWithYou,#NewProfilePic",,0,59
MayThe4thBeWithYou,"7:22 PM · May 4, 2019",JustinChambersOnline@JChambersOnline,Happy #StarWarsDay!  #MayThe4thBeWithYou246569,0,569,2,46,"#StarWarsDay,#MayThe4thBeWithYou",,0,46
MayThe4thBeWithYou,"7:22 PM · May 4, 2019",Dan Solo@StarWarsSucker,"My #EchoLive haul. #May4th is like Christmas all over again, meeting #StarWars family and buying some great stuff.

#MayThe4thBeWithYou #StarWarsDay #StarWarsDay20191210107",0,107,12,10,"#EchoLive,#May4th,#StarWars,#MayThe4thBeWithYou,#StarWarsDay,#StarWarsDay2019",,0,172
MayThe4thBeWithYou,"7:17 PM · May 4, 2019",Professor Snape@_Snape_,"May the Fourth be with you.

#MayThe4thBeWithYou #StarWarsDay83652.1K",0,2.1K,8,365,"#MayThe4thBeWithYou,#StarWarsDay",,0,69
MayThe4thBeWithYou,"7:17 PM · May 4, 2019",CrazyEightyEight 狂88@crazy88official,"Happy @StarWars Day!

We've dropped a little visualizer for ""You Were Right"" to honor the source material. Check it out, and don't forget we have 12"" vinyl records for 'Burning Alive' up now on our merch store!

#MayThe4thBeWithYouCrazyEightyEight - You Were Right [OFFICIAL VIDEO]May the Fourth be with you! 'Burning Alive' in stores now! ► STREAM & DOWNLOAD: https://smarturl.it/crazy88 ► MERCH STORE: https://boketomedia.com/store/craz...youtube.com2196",0,96,,21,#MayThe4thBeWithYou,@StarWars,0,456
MayThe4thBeWithYou,"7:16 PM · May 4, 2019",ShapeShift @ShapeShift_io," We are giving out a special 60% off discount for a #KeepKey in honor of #StarWarsDay! Follow these steps 
 Sign up for the beta waitlist: http://bit.ly/2vDxBGs
 Post your referral link in the comments of this post
 Get your 60% off code 
#MayThe4thBeWithYou #btcGIF251547",1,47,25,15,"#KeepKey,#StarWarsDay,#MayThe4thBeWithYou,#btc",,1,272
MayThe4thBeWithYou,"7:13 PM · May 4, 2019",NYXL@NYXL,"In theaters today

 5:45pm ET
 http://twitch.tv/overwatchleague
#EverUpward #MayThe4thBeWithYou1997688",0,688,19,97,"#EverUpward,#MayThe4thBeWithYou",,1,102
MayThe4thBeWithYou,"7:12 PM · May 4, 2019",NWS Seattle@NWSSeattle,"Pleasant temps on this sunny afternoo...

Wait a sec. I thought it was a new moon today. What's that orb-like thing? 

#MayThe4thBeWithYou #wawx732146",0,146,7,32,"#MayThe4thBeWithYou,#wawx",,0,150
MayThe4thBeWithYou,"7:10 PM · May 4, 2019",Spyro Universe @SpyroUniverse,"It’s May the 4th! Here’s some music from Midnight Mountain. No need to worry about a moon sized Space Station around here.

#MayThe4thBeWithYou, #Spyro, #SpyrotheDragon, #SpyroReignitedTrilogy.2:152.6K views382322",1,322,3,82,"#MayThe4thBeWithYou,#Spyro,#SpyrotheDragon,#SpyroReignitedTrilogy",,0,213
MayThe4thBeWithYou,"7:10 PM · May 4, 2019",Molly @Foxtrot44,Happy #StarWarsDay !!  #MayThe4thBeWithYou39371.4K,0,1.4K,39,37,"#StarWarsDay,#MayThe4thBeWithYou",,0,50
MayThe4thBeWithYou,"7:07 PM · May 4, 2019",Harlso@Harlso,"'At one with the force, I am!'  ~ Harlso  #MayThe4thBeWithYou0:261.5K views628190",1,190,6,28,#MayThe4thBeWithYou,,0,81
MayThe4thBeWithYou,"7:01 PM · May 4, 2019",Justice Parman@JusticeParman,"THE RISE OF THE FRIAR.
#Padres x #StarWars: The Rise of Skywalker (Official Trailer).

Happy 50th, @Padres!

I’m going to need you to turn this one *all the way* up. Big screens and loud stereos. Enjoy!

#FriarFaithful | #PadresTwitter #MayThe4thBeWithYou | #StarWarsDay1:529.6K views45130361",1,361,45,130,"#Padres,#StarWars,#FriarFaithful,#PadresTwitter,#MayThe4thBeWithYou,#StarWarsDay",@Padres,0,292
MayThe4thBeWithYou,"7:01 PM · May 4, 2019",Mara Jade Skywalker@MasterJediMara,"#OurStarWarsFamily knows how to throw a raging party. 

#Maythe4thBeWithYou31951",0,51,3,19,"#OurStarWarsFamily,#Maythe4thBeWithYou",,0,80
MayThe4thBeWithYou,"7:00 PM · May 4, 2019",Disneyland AP@DisneylandAP,"While training your mind, a Jedi must prepare for adventure. Take the wisdom and style of your favorite Loungefly backpack available at Star Trader in Tomorrowland. #MayThe4thBeWithYou218214",0,214,2,18,#MayThe4thBeWithYou,,0,190
MayThe4thBeWithYou,"7:00 PM · May 4, 2019",EA Star Wars #stayandplay@EAStarWars,"Thirdly, for #MayThe4thBeWithYou, we're excited to confirm that #StarWarsJediFallenOrder will have its gameplay reveal this June at EA Play and E3! More details to come!1309946.5K",0,6.5K,130,994,"#MayThe4thBeWithYou,#StarWarsJediFallenOrder",,0,179
MayThe4thBeWithYou,"7:00 PM · May 4, 2019",Miss Piggy@MissPiggy,Serving Lukes with @HamillHimself. #MayThe4thBeWithYou #StarWarsDay251K6.3K,0,6.3K,25,1K,"#MayThe4thBeWithYou,#StarWarsDay",@HamillHimself,0,75
MayThe4thBeWithYou,"6:57 PM · May 4, 2019",Stacey Roy@TheStaceyRoy,"I am here to serve the Empire... I was promised cookies?  MAY THE COOKIES BE WITH YOU!
#MayThe4thBeWithYou9698",0,98,9,6,#MayThe4thBeWithYou,,0,110
MayThe4thBeWithYou,"6:55 PM · May 4, 2019",Vancouver IWW@vancouveriww,"#MayThe4thBeWithYou – that is to say, may the memory of the Haymarket Massacre, which took place on #MayTheFourth in 1886, be with you! 
 
It was an important moment in our collective working class history. Learn more: https://libcom.org/library/haymarket-tragedy-paul-avrich…GIF6395",1,95,,63,"#MayThe4thBeWithYou,#MayTheFourth",,1,283
MayThe4thBeWithYou,"6:49 PM · May 4, 2019",Jan Anttila@21stCenTutoring,Thank you to #GeorgeLucas for his support of teachers! @edutopia #MayThe4thBeWithYou1124384,0,384,1,124,"#GeorgeLucas,#MayThe4thBeWithYou",@edutopia,0,91
MayThe4thBeWithYou,"6:48 PM · May 4, 2019",John Fugelsang@JohnFugelsang,"That scene where Kissinger explains the Sith legend of Darth Plagueis the Wise
#MayThe4thBeWithYou1030139",0,139,10,30,#MayThe4thBeWithYou,,0,105
MayThe4thBeWithYou,"6:47 PM · May 4, 2019",N. K. Jemisin@nkjemisin,"Uh, and Chewie/Peter Mayhew? #MayThe4thBeWithYouQuote TweetTwitter Moments UK & Ireland@UKMoments · May 4, 2019Remembering Princess Leia on #StarWarsDay! #MayThe4thBeWithYou https://twitter.com/i/events/1124669754520694785…212230",0,230,2,12,#MayThe4thBeWithYou,,0,229
MayThe4thBeWithYou,"6:45 PM · May 4, 2019",chloe naylor@echochlo,happy Star Wars day to the only character that matters #MayThe4thBeWithYou738166,0,166,7,38,#MayThe4thBeWithYou,,0,80
MayThe4thBeWithYou,"6:44 PM · May 4, 2019",University of Michigan@UMich,"To the brightest graduates from here to a galaxy far, far away, congratulations, #GoBlue, and #MayThe4thBeWithYou!0:104K views20121",1,121,,20,"#GoBlue,#MayThe4thBeWithYou",,0,131
MayThe4thBeWithYou,"6:43 PM · May 4, 2019",Todd Vaziri@tvaziri,Happy #MayThe4thBeWithYou to Peter Cushing's one crazy flyaway hair and to no one else.GIF2676545,1,545,26,76,#MayThe4thBeWithYou,,0,97
MayThe4thBeWithYou,"6:43 PM · May 4, 2019",John M Powell@JohnMPowell1,"May the 4th be with you!
#jpaerospace #MayThe4thBeWithYou41658",0,58,4,16,"#jpaerospace,#MayThe4thBeWithYou",,0,62
MayThe4thBeWithYou,"6:43 PM · May 4, 2019",Cloud9 vs COVID19@Cloud9,"On #StarWarsDay, we're trying to revive the Jedis. Send this lone padawan off where your heart desires to help us bring them back! 

The best edit of @JackEtienne as a Jedi will win a C9 Custom Jersey! #MayThe4thBeWithYou2417345",0,345,24,17,"#StarWarsDay,#MayThe4thBeWithYou",@JackEtienne,0,228
MayThe4thBeWithYou,"6:31 PM · May 4, 2019",UFC Canada@UFC_CA,We asked some #UFCOttawa fighters to give us their best Star Wars impressions. Who did it best?! #MayThe4thBeWithYou0:465.7K views31247,1,47,3,12,"#UFCOttawa,#MayThe4thBeWithYou",,0,135
MayThe4thBeWithYou,"6:30 PM · May 4, 2019",National Museum of American History@amhistorymuseum,Are these the droids you’re looking for? #MayThe4thBeWithYou161224,0,224,1,61,#MayThe4thBeWithYou,,0,66
MayThe4thBeWithYou,"6:30 PM · May 4, 2019",Respawn@Respawn,"For #Maythe4thBeWithYou, we’re giving away 10 #StarWarsJediFallenOrder pin sets! 

To enter, tell us below if you would have risked revealing your secret to save your friend like Cal did, or remained hidden and safe.GIF1.7K3913.3K",1,3.3K,1.7K,391,"#Maythe4thBeWithYou,#StarWarsJediFallenOrder",,0,230
MayThe4thBeWithYou,"6:30 PM · May 4, 2019",The Old Republic@SWTOR,How are you celebrating May the 4th? #SWTOR #MayThe4thBeWithYouGIF6889631,1,631,68,89,"#SWTOR,#MayThe4thBeWithYou",,0,73
MayThe4thBeWithYou,"6:30 PM · May 4, 2019",Disney D23@DisneyD23,"Get ready for the opening of @StarWars #GalaxysEdge at @WaltDisneyWorld and @Disneyland by listening to the #GalaxysEdge Symphonic Suite. The track, written by John Williams and inspired by the themed land, is available now: http://disneymusic.co/GalaxysEdge #Maythe4thBeWithYou139182",0,182,1,39,"#GalaxysEdge,#GalaxysEdge,#Maythe4thBeWithYou","@StarWars,@WaltDisneyWorld,@Disneyland",1,284
MayThe4thBeWithYou,"6:28 PM · May 4, 2019",Blaine Gibson@BGibbles,Happy #StarWarsDay. I painted the Stormtrooper like an avocado because I like avocados. He’s an Avocado Trooper now.  #MayThe4thBeWithYou #StarWars21521.8K,0,1.8K,21,52,"#StarWarsDay,#MayThe4thBeWithYou,#StarWars",,0,155
MayThe4thBeWithYou,"6:27 PM · May 4, 2019",Veronica Taylor@TheVeronicaT,"#MayThe4thBeWithYou from the best companion, Pikachubacca! #Fanart by (Cubik) In fond memory of #PeterMayhew @TheWookieeRoars926141",0,141,9,26,"#MayThe4thBeWithYou,#Fanart,#PeterMayhew",@TheWookieeRoars,0,131
MayThe4thBeWithYou,"6:19 PM · May 4, 2019",Star Wars@starwars,"We'll be watching their career with great interest.... #MayThe4thBeWithYou #StarWarsDayQuote TweetLeon van Steensel@leonvansteensel · May 4, 2019Replying to @starwarsWe're training a Sith Lord who got an extra snack today. #StarWarsDay #Maythe4thBeWithYou
#StarWars #StarWarsDay2019
#kooikerhondje #Tommy #Netherlands142552K",0,2K,14,255,"#MayThe4thBeWithYou,#StarWarsDay",,0,324
MayThe4thBeWithYou,"6:19 PM · May 4, 2019",Kate Flannery@KateFlannery,"May the 4th be with you forever!  Thank you, Peter Mayhew for making Chewbacca a reality. You live forever in our hearts. #petermayhew #starwars #maythe4thbewithyou 2321K",0,1K,2,32,"#petermayhew,#starwars,#maythe4thbewithyou",,0,170
MayThe4thBeWithYou,"6:19 PM · May 4, 2019",Phil Plait@BadAstronomer,"On Star Wars Day, do yourself a favor and read this brief thread by a Star Trek alum. 

#LLAP
#Maythe4thBeWithYouQuote TweetChase Masterson, OUTRAGED by COVID@ChaseMasterson · May 4, 2019I have some Peter Mayhew stories for you. 

#MayThe4thBeWithYou #MayTheFourth #StarWarsDayShow this thread12674",0,74,1,26,"#LLAP,#Maythe4thBeWithYou",,0,298
MayThe4thBeWithYou,"6:18 PM · May 4, 2019",Star Wars@starwars,"Replying to @DoctorWho_BBCAThe great Tom Baker is part of our #StarWarsRebels family! He voiced the wise Bendu, found on Atollon. Happy #StarWarsDay! #MayThe4thBeWithYouGIF537236",1,236,5,37,"#StarWarsRebels,#StarWarsDay,#MayThe4thBeWithYou",@DoctorWho_BBCA,0,178
MayThe4thBeWithYou,"6:18 PM · May 4, 2019",Pacific Wild@pacificwild,"#MaytheForestbeWithYou
Well, unfortunately here on the BC coast the last of our unprotected forests are being cut and sent to offshore markets after decades of promises to transition to sustainable forestry. We can do better.
#MayThe4thBeWithYou #bcpoli0:361.1K views25461",1,61,2,54,"#MaytheForestbeWithYou,#MayThe4thBeWithYou,#bcpoli",,0,272
MayThe4thBeWithYou,"6:17 PM · May 4, 2019","Chase Masterson, OUTRAGED by COVID@ChaseMasterson","We love you, Peter Mayhew. We love you, Angie. We will never forget you and the way you touched all our lives.

#MayThe4thBeWithYou #MayTheFourth #StarWarsDay1693",0,93,1,6,"#MayThe4thBeWithYou,#MayTheFourth,#StarWarsDay",,0,162
MayThe4thBeWithYou,"6:17 PM · May 4, 2019",Artcraaawl@artcraaawl,"Happy #StarWarsDay everyone! Hope you all have a great one before the last movie comes to snatch our wigs
#MayThe4thBeWithYou #reylo7136373",0,373,7,136,"#StarWarsDay,#MayThe4thBeWithYou,#reylo",,0,139
MayThe4thBeWithYou,"6:17 PM · May 4, 2019",AWonderFans (100%)@AWonderFans,#MayThe4thBeWithYou ! Here’s @awonderland holding her fave death maul shirt and a pic of Darth Maul that we gave her by @ColindresArt !132322,0,322,1,32,#MayThe4thBeWithYou,"@awonderland,@ColindresArt",0,141
MayThe4thBeWithYou,"6:06 PM · May 4, 2019",ul richie tozier's secret mustache@princesDameron,On a highway in Maryland #StarWarsDay #Maythe4thBeWithYou123331K,0,1K,12,333,"#StarWarsDay,#Maythe4thBeWithYou",,0,64
MayThe4thBeWithYou,"6:06 PM · May 4, 2019",Waterstones Swansea@swanseastones,"Doors closed 1.5 hours ago.

You know the books? The ones we have in the shop? That we sell? Yes, these ones.

These ARE the books you're looking for.

#MayThe4thBeWithYou
#StarWarsDay1680",0,80,1,6,"#MayThe4thBeWithYou,#StarWarsDay",,0,188
MayThe4thBeWithYou,"6:05 PM · May 4, 2019",Detroit Tigers@tigers,"This is the crew you're looking for.

#MayThe4thBeWithYou437238",0,238,4,37,#MayThe4thBeWithYou,,0,63
MayThe4thBeWithYou,"6:02 PM · May 4, 2019",Vince Zampella@VinceZampella,Happy #StarWarsDay! This year it's extra special for @Respawn as the team works hard to ship Star Wars Jedi: Fallen Order in November. Loved the reaction to the reveal trailer. Can’t wait to show you gameplay at E3/EA Play in June! #MayThe4thBeWithYou722702.9K,0,2.9K,72,270,"#StarWarsDay,#MayThe4thBeWithYou",@Respawn,0,260
MayThe4thBeWithYou,"6:01 PM · May 4, 2019",Louisiana Ragin’ Cajuns® Baseball@RaginCajunsBSB,"Time for baseball it is! 
#MayThe4thBeWithYou1852",0,52,1,8,#MayThe4thBeWithYou,,0,49
MayThe4thBeWithYou,"6:00 PM · May 4, 2019",Gothic #SOR4ISOUT @Gothweet,"For #SaturnDay here's Galactic Attack aka Layer Section (aka Gun Lock aka Rayforce ), a brilliant shooter. Since it's also #SegaSaturday & #MayThe4thBeWithYou day I'm dropping a little extra as a ""wink"" to our beloved saga  (long stretch if you catch my drift ) @Bhaal_Spawn102885",0,85,10,28,"#SaturnDay,#SegaSaturday,#MayThe4thBeWithYou",@Bhaal_Spawn,0,280
MayThe4thBeWithYou,"6:00 PM · May 4, 2019",NYPD NEWS@NYPDnews,"The force is strong with this group!

Auxiliary officers from the @NYPD19Pct looked like a group ready for a lightsaber fight, but instead used their traffic wands to help pedestrians cross the street on the upper east side. 

#Maythe4thBeWithYou1643239",0,239,16,43,#Maythe4thBeWithYou,@NYPD19Pct,0,253
MayThe4thBeWithYou,"6:00 PM · May 4, 2019",Audrey Hepburn@SoAudreyHepburn,Happy #MayThe4thBeWithYou! An Audrey Hepburn as Princess Leia sketch by muirin007 #maythefourthbewithyou #HappyBirthdayAudreyHepburn369266,0,266,3,69,"#MayThe4thBeWithYou,#maythefourthbewithyou,#HappyBirthdayAudreyHepburn",,0,138
MayThe4thBeWithYou,"6:00 PM · May 4, 2019",Disneyland Today@DisneylandToday,"Intel from the Resistance – Captain Phasma and her Stormtroopers have infiltrated Tomorrowland for their March of the First Order. Take care, and #MayThe4thBeWithYou667550",0,550,6,67,#MayThe4thBeWithYou,,0,171
MayThe4thBeWithYou,"5:53 PM · May 4, 2019","Chase Masterson, OUTRAGED by COVID@ChaseMasterson","I loved when Peter would retell this story: One night after an Austin con, a bunch of us were going out. Peter really didn't want to. 

I begged. He went. 

And that's the night he met his wife Angie.  

#MayThe4thBeWithYou #MayTheFourth #StarWarsDay110111",0,111,1,10,"#MayThe4thBeWithYou,#MayTheFourth,#StarWarsDay",,0,256
MayThe4thBeWithYou,"5:53 PM · May 4, 2019",Nanda@SaotomeNanda,"HAPPY STAR WARS DAY EVERYONE! 
May the force be with you. Always~ 
#StarWarsDay2019 #Macross #LynnMinmay #FanArt #マクロス #MayThe4thBeWithYou #StarWarsDay 
(Credits )33693",0,93,3,36,"#StarWarsDay2019,#Macross,#LynnMinmay,#FanArt,#マクロス,#MayThe4thBeWithYou,#StarWarsDay",,0,168
MayThe4thBeWithYou,"5:52 PM · May 4, 2019",Mizzou Softball@MizzouSoftball,".@CoachLarissaA: 

- Full-Time Softball Coach. 
- Part-Time Jedi Master. 

#OwnIt  #MayThe4thBeWithYou0:143.5K views49150",1,150,4,9,"#OwnIt,#MayThe4thBeWithYou",@CoachLarissaA,0,121
MayThe4thBeWithYou,"5:49 PM · May 4, 2019",☆ jay ☆@invxdxrs,"I’ve not had any time recently to draw up something new so here’s an old Kylo, happy #StarWarsDay! #MayThe4thBeWithYou13488",0,88,1,34,"#StarWarsDay,#MayThe4thBeWithYou",,0,123
MayThe4thBeWithYou,"5:48 PM · May 4, 2019",Kikidoodle & Purrmaids @ home@KikiDoodleTweet,"#MayThe4thBeWithYou Purrfectly. (featuring Cat-lo Ren, Paw Dameron, and BB:3)8131475",0,475,8,131,#MayThe4thBeWithYou,,0,84
MayThe4thBeWithYou,"5:47 PM · May 4, 2019",Barky Cat Bros@BarkyCatBros,Harlan is the Jedi we deserve. #MayThe4thBeWithYou #StarWarsDay2019 #StarWars #StarWarsDay #Harlan #CatsOfTwitter #Cat0:143.3K views1779389,1,389,17,79,"#MayThe4thBeWithYou,#StarWarsDay2019,#StarWars,#StarWarsDay,#Harlan,#CatsOfTwitter,#Cat",,0,139
MayThe4thBeWithYou,"5:46 PM · May 4, 2019",Roc Nation Sports@RocNationSports,Pulling up to May 4th like... @CC_Sabathia  #MayThe4thBeWithYou #StarWarsDay0:1817.7K views19139839,1,839,19,139,"#MayThe4thBeWithYou,#StarWarsDay",@CC_Sabathia,0,99
MayThe4thBeWithYou,"5:38 PM · May 4, 2019",Xfinity Racing@XfinityRacing,Was there any doubt @Blaney would rock his #StarWars tie in the #XfinitySeries booth day? #MayThe4thBeWithYouGIF924260,1,260,9,24,"#StarWars,#XfinitySeries,#MayThe4thBeWithYou",@Blaney,0,118
MayThe4thBeWithYou,"5:38 PM · May 4, 2019",Toks Olagundoye@ToksOlagundoye,"FOUND IT!
The lovely, down to earth, hilarious and very sweet @HamillHimself was on an episode of @TheNeighborsABC way back when. I’ll post a little more about this pic later on Instagram. Until then #MayThe4thBeWithYou41186",0,86,4,11,#MayThe4thBeWithYou,"@HamillHimself,@TheNeighborsABC",0,224
MayThe4thBeWithYou,"5:37 PM · May 4, 2019",John Ziegler@Zigmanfreud,"Help! My 6 year-old daughter Grace is pretty much done with Disney princesses and is now officially a Star Wars fanatic, celebrating #Maythe4thbewithyou with this super cool new costume. 

This thing is permanent, isn’t it?1:5514.2K views9742551",1,551,97,42,#Maythe4thbewithyou,,0,245
MayThe4thBeWithYou,"5:35 PM · May 4, 2019",Animal Care Centers @NYCACC,"Manhattan ACC long-stay Milo says ""May the 4th be with you!"" Will you be the lucky human companion to bring Milo home? You can meet him today at the Manhattan Care Center. Come and find out!

https://nycacc.org/adopt/milo-55091…
#nycacc #boroughbred #maythe4thbewithyou #maytheforthbewithyou32635",0,35,3,26,"#nycacc,#boroughbred,#maythe4thbewithyou,#maytheforthbewithyou",,1,296
MayThe4thBeWithYou,"5:35 PM · May 4, 2019",Disney XD@DisneyXD,"Which @StarWars character would you celebrate #StarWarsDay with?
A. Sabine B. Ahsoka C. Hera D. Ezra

#MayThe4thBeWithYou4135293",0,293,41,35,"#StarWarsDay,#MayThe4thBeWithYou",@StarWars,0,128
MayThe4thBeWithYou,"5:34 PM · May 4, 2019",Tom Hall @TomHall,"

Cheetah doing 65 mph


#Caturday #SaturdayThoughts #KentuckyDerby2019 #MayThe4thBeWithYou
https://twitter.com/SWildIifevids/status/1091768449389363200/video/1…1407172.2K",0,2.2K,140,717,"#Caturday,#SaturdayThoughts,#KentuckyDerby2019,#MayThe4thBeWithYou",,0,171
MayThe4thBeWithYou,"5:34 PM · May 4, 2019",VA Careers@vacareers,"#DidYouKnow that more than half of all @NASA astronauts, past and present, are military #Veterans?  #MayThe4thBeWithYou #ChooseVA16176494",0,494,16,176,"#DidYouKnow,#Veterans,#MayThe4thBeWithYou,#ChooseVA",@NASA,0,137
MayThe4thBeWithYou,"5:33 PM · May 4, 2019",TIFF@TIFF_NET,"“I just remember growing up and not seeing anyone that looked like me in movies.”

The first time Kelly Marie Tran saw a fan dressed as Rose Tico:

#MayThe4thBeWithYou #AsianHeritageMonth12694",0,94,1,26,"#MayThe4thBeWithYou,#AsianHeritageMonth",,0,192
MayThe4thBeWithYou,"5:27 PM · May 4, 2019",Orlando International Airport@MCO,"Great with kids 

Just one of many endearing qualities of the Supreme Leader of the First Order.  #MayThe4thBeWithYou0:138.3K views361382",1,382,3,61,#MayThe4thBeWithYou,,0,137
MayThe4thBeWithYou,"5:26 PM · May 4, 2019",Fudge73@Fudge_73,"Realizing that not one, but two Star Wars legends are gone... We all miss you on this #MayThe4thBeWithYou #StarWars day Carrie Fisher, and Peter Mayhew.GIF683223",1,223,6,83,"#MayThe4thBeWithYou,#StarWars",,0,161
MayThe4thBeWithYou,"5:26 PM · May 4, 2019",John Fugelsang@JohnFugelsang,"She told me she wanted to experience multiple climaxes, so I made her watch Phantom Menace  #Maythe4thbewithyou1318174",0,174,13,18,#Maythe4thbewithyou,,0,118
MayThe4thBeWithYou,"5:23 PM · May 4, 2019",Groucho@AllThingsMarx,Happy #StarWarsDay #MayThe4thBeWithYou #GrouchoMarx21975,0,75,2,19,"#StarWarsDay,#MayThe4thBeWithYou,#GrouchoMarx",,0,56
